case_id,image_path,mask_path,label,source,variant,width,height,area,area_bin
42827,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/42827.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/42827.npy,0,train,authentic,1000,666,666000,3
45345,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/45345.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/45345.npy,0,train,authentic,696,520,361920,2
8807,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/8807.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/8807.npy,1,train,forged,256,256,65536,0
13072,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/13072.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/13072.npy,0,train,authentic,1024,1024,1048576,3
57011,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/57011.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/57011.npy,1,train,forged,2592,3888,10077696,4
61072,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/61072.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/61072.npy,1,train,forged,256,256,65536,0
50539,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/50539.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/50539.npy,1,train,forged,256,256,65536,0
14720,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/14720.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/14720.npy,1,train,forged,360,360,129600,1
6857,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/6857.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/6857.npy,1,train,forged,320,256,81920,1
49318,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/49318.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/49318.npy,1,train,forged,256,256,65536,0
24032,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/24032.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/24032.npy,0,train,authentic,1600,1200,1920000,4
6580,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/6580.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/6580.npy,0,train,authentic,512,512,262144,1
20833,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/20833.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/20833.npy,0,train,authentic,1325,132,174900,1
47318,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/47318.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/47318.npy,0,train,authentic,320,256,81920,1
39156,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/39156.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/39156.npy,1,train,forged,1676,187,313412,2
51087,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/51087.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/51087.npy,0,train,authentic,560,107,59920,0
52254,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/52254.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/52254.npy,1,train,forged,696,512,356352,2
21014,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/21014.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/21014.npy,0,train,authentic,256,256,65536,0
40823,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/40823.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/40823.npy,1,train,forged,1000,666,666000,3
29671,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/29671.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/29671.npy,1,train,forged,696,520,361920,2
11508,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/11508.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/11508.npy,1,train,forged,1280,1024,1310720,3
28714,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/28714.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/28714.npy,0,train,authentic,2568,1912,4910016,4
33235,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/33235.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/33235.npy,1,train,forged,1024,1024,1048576,3
55394,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/55394.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/55394.npy,1,train,forged,2568,1912,4910016,4
29671,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/29671.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/29671.npy,0,train,authentic,696,520,361920,2
45400,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/45400.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/45400.npy,1,train,forged,1600,1200,1920000,4
31232,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/31232.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/31232.npy,0,train,authentic,320,256,81920,1
41926,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/41926.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/41926.npy,1,train,forged,731,114,83334,1
20752,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/20752.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/20752.npy,1,train,forged,256,256,65536,0
2230,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/2230.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/2230.npy,0,train,authentic,283,479,135557,1
65382,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/65382.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/65382.npy,1,train,forged,1600,1200,1920000,4
44750,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/44750.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/44750.npy,0,train,authentic,1220,902,1100440,3
1712,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/supplemental_images/1712.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/supplemental_masks/1712.npy,1,supplemental,supplemental_forged,1267,713,903371,3
5506,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/5506.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/5506.npy,0,train,authentic,464,73,33872,0
16294,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/16294.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/16294.npy,1,train,forged,719,127,91313,1
39549,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/39549.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/39549.npy,1,train,forged,512,512,262144,1
26015,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/26015.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/26015.npy,1,train,forged,256,256,65536,0
15879,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15879.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/15879.npy,0,train,authentic,634,512,324608,2
15660,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15660.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/15660.npy,0,train,authentic,256,256,65536,0
4733,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/4733.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/4733.npy,0,train,authentic,696,520,361920,2
41852,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/41852.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/41852.npy,1,train,forged,391,65,25415,0
41406,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/41406.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/41406.npy,1,train,forged,545,493,268685,2
16037,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/16037.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/16037.npy,1,train,forged,1024,1024,1048576,3
37934,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37934.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/37934.npy,0,train,authentic,256,256,65536,0
12366,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/12366.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/12366.npy,0,train,authentic,320,256,81920,1
11446,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11446.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/11446.npy,0,train,authentic,1600,1200,1920000,4
36648,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36648.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/36648.npy,0,train,authentic,1000,666,666000,3
35390,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/35390.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/35390.npy,1,train,forged,1600,1200,1920000,4
11513,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11513.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/11513.npy,0,train,authentic,320,256,81920,1
18788,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/18788.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/18788.npy,1,train,forged,421,574,241654,1
5410,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/5410.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/5410.npy,1,train,forged,256,256,65536,0
22430,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/22430.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/22430.npy,1,train,forged,512,512,262144,1
42333,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/42333.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/42333.npy,0,train,authentic,923,479,442117,3
38481,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/38481.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/38481.npy,1,train,forged,482,79,38078,0
19612,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/supplemental_images/19612.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/supplemental_masks/19612.npy,1,supplemental,supplemental_forged,997,803,800591,3
42419,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/42419.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/42419.npy,1,train,forged,360,360,129600,1
11440,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/11440.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/11440.npy,1,train,forged,320,256,81920,1
14331,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/14331.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/14331.npy,1,train,forged,1600,1200,1920000,4
23930,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/23930.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/23930.npy,1,train,forged,683,512,349696,2
29593,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/29593.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/29593.npy,0,train,authentic,675,512,345600,2
9590,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/9590.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/9590.npy,1,train,forged,475,488,231800,1
53177,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/53177.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/53177.npy,0,train,authentic,696,520,361920,2
27034,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/27034.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/27034.npy,1,train,forged,759,512,388608,2
58697,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/58697.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/58697.npy,0,train,authentic,360,360,129600,1
65177,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/65177.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/65177.npy,1,train,forged,642,512,328704,2
43128,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/43128.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/43128.npy,1,train,forged,1000,666,666000,3
53028,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/53028.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/53028.npy,0,train,authentic,3888,2592,10077696,4
27312,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/27312.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/27312.npy,0,train,authentic,512,512,262144,1
56838,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/56838.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/56838.npy,0,train,authentic,1600,1200,1920000,4
62833,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/62833.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/62833.npy,0,train,authentic,512,512,262144,1
34597,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/34597.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/34597.npy,1,train,forged,1000,666,666000,3
47770,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/47770.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/47770.npy,0,train,authentic,779,512,398848,2
29793,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/29793.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/29793.npy,1,train,forged,2568,1912,4910016,4
24336,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/24336.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/24336.npy,0,train,authentic,653,128,83584,1
21375,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/21375.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/21375.npy,0,train,authentic,256,256,65536,0
13511,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/13511.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/13511.npy,1,train,forged,3888,2592,10077696,4
9533,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/9533.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/9533.npy,1,train,forged,1000,666,666000,3
50573,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/50573.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/50573.npy,1,train,forged,1600,1200,1920000,4
3125,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3125.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/3125.npy,0,train,authentic,256,256,65536,0
6103,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/6103.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/6103.npy,0,train,authentic,538,209,112442,1
767,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/767.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/767.npy,0,train,authentic,1000,666,666000,3
44475,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/44475.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/44475.npy,0,train,authentic,256,256,65536,0
50280,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/50280.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/50280.npy,1,train,forged,528,419,221232,1
28904,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/28904.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/28904.npy,1,train,forged,1000,666,666000,3
12298,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/12298.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/12298.npy,1,train,forged,1000,666,666000,3
22739,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/22739.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/22739.npy,0,train,authentic,1600,1200,1920000,4
8401,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/8401.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/8401.npy,0,train,authentic,512,512,262144,1
26477,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/26477.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/26477.npy,0,train,authentic,1000,666,666000,3
22901,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/22901.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/22901.npy,1,train,forged,662,115,76130,0
57993,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/57993.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/57993.npy,0,train,authentic,696,520,361920,2
46979,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/46979.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/46979.npy,1,train,forged,256,256,65536,0
