case_id,image_path,mask_path,label,source,variant,width,height,area,area_bin
17008,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17008.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/17008.npy,0,train,authentic,659,164,108076,1
53951,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/53951.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/53951.npy,1,train,forged,1000,666,666000,3
45202,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/45202.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/45202.npy,0,train,authentic,136,171,23256,0
27148,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/27148.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/27148.npy,1,train,forged,1295,177,229215,1
25311,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/25311.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/25311.npy,1,train,forged,1384,1028,1422752,4
48680,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/48680.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/48680.npy,0,train,authentic,1600,1200,1920000,4
59969,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/59969.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/59969.npy,1,train,forged,1000,666,666000,3
60701,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/60701.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/60701.npy,0,train,authentic,1000,666,666000,3
35827,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/35827.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/35827.npy,1,train,forged,696,520,361920,2
16751,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16751.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/16751.npy,0,train,authentic,1024,1024,1048576,3
45821,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/45821.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/45821.npy,0,train,authentic,256,256,65536,0
61326,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/61326.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/61326.npy,1,train,forged,512,512,262144,1
32170,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/32170.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/32170.npy,1,train,forged,518,512,265216,2
15835,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/15835.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/15835.npy,1,train,forged,941,167,157147,1
23115,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/23115.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/23115.npy,1,train,forged,1000,666,666000,3
22066,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/22066.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/22066.npy,1,train,forged,1000,666,666000,3
65311,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/65311.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/65311.npy,1,train,forged,1024,1024,1048576,3
62754,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/62754.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/62754.npy,1,train,forged,1024,1024,1048576,3
4508,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/4508.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/4508.npy,0,train,authentic,2568,1912,4910016,4
24029,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/24029.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/24029.npy,1,train,forged,1600,1200,1920000,4
22182,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/22182.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/22182.npy,0,train,authentic,518,512,265216,2
22507,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/22507.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/22507.npy,1,train,forged,256,256,65536,0
25486,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/25486.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/25486.npy,0,train,authentic,1000,666,666000,3
49982,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/49982.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/49982.npy,1,train,forged,360,360,129600,1
20507,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/20507.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/20507.npy,1,train,forged,494,340,167960,1
50280,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/50280.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/50280.npy,1,train,forged,528,419,221232,1
52590,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/52590.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/52590.npy,0,train,authentic,1094,201,219894,1
53028,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/53028.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/53028.npy,1,train,forged,3888,2592,10077696,4
34367,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34367.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/34367.npy,0,train,authentic,1037,174,180438,1
39397,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/39397.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/39397.npy,1,train,forged,699,512,357888,2
2436,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/2436.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/2436.npy,0,train,authentic,776,512,397312,2
20498,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/20498.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/20498.npy,0,train,authentic,256,256,65536,0
19162,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/19162.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/19162.npy,1,train,forged,460,129,59340,0
24193,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/24193.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/24193.npy,0,train,authentic,1463,1678,2454914,4
41895,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/41895.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/41895.npy,0,train,authentic,1600,1200,1920000,4
42641,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/42641.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/42641.npy,1,train,forged,360,360,129600,1
23157,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/23157.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/23157.npy,0,train,authentic,696,520,361920,2
48131,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/48131.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/48131.npy,1,train,forged,545,512,279040,2
10986,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/10986.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/10986.npy,0,train,authentic,275,231,63525,0
34132,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34132.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/34132.npy,0,train,authentic,474,313,148362,1
54274,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/54274.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/54274.npy,1,train,forged,256,256,65536,0
57652,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/57652.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/57652.npy,1,train,forged,1596,112,178752,1
58128,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/58128.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/58128.npy,0,train,authentic,911,131,119341,1
41629,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/41629.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/41629.npy,1,train,forged,256,256,65536,0
37421,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/37421.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/37421.npy,1,train,forged,731,512,374272,2
298,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/298.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/298.npy,0,train,authentic,571,82,46822,0
8733,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/8733.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/8733.npy,0,train,authentic,251,763,191513,1
31891,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/31891.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/31891.npy,1,train,forged,612,123,75276,0
13989,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/13989.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/13989.npy,0,train,authentic,347,260,90220,1
33340,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/33340.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/33340.npy,1,train,forged,1600,1200,1920000,4
56563,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/56563.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/56563.npy,0,train,authentic,1600,1200,1920000,4
48070,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/48070.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/48070.npy,0,train,authentic,1024,1024,1048576,3
32470,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/32470.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/32470.npy,0,train,authentic,1000,666,666000,3
10266,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/10266.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/10266.npy,0,train,authentic,1000,666,666000,3
29524,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/29524.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/29524.npy,0,train,authentic,1600,1200,1920000,4
42886,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/42886.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/42886.npy,0,train,authentic,899,158,142042,1
47238,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/47238.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/47238.npy,1,train,forged,1000,666,666000,3
62628,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/62628.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/62628.npy,1,train,forged,1600,1200,1920000,4
35719,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/35719.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/35719.npy,1,train,forged,1000,666,666000,3
22346,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/22346.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/22346.npy,1,train,forged,1600,1200,1920000,4
20379,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/20379.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/20379.npy,0,train,authentic,256,256,65536,0
10348,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/10348.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/10348.npy,1,train,forged,320,256,81920,1
63146,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/63146.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/63146.npy,0,train,authentic,1000,666,666000,3
23868,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/23868.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/23868.npy,1,train,forged,2225,262,582950,3
16359,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16359.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/16359.npy,0,train,authentic,696,520,361920,2
403,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/403.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/403.npy,0,train,authentic,1000,666,666000,3
6892,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/6892.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/6892.npy,0,train,authentic,256,256,65536,0
50814,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/50814.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/50814.npy,1,train,forged,2592,3888,10077696,4
3991,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/3991.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/3991.npy,1,train,forged,460,586,269560,2
14622,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/14622.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/14622.npy,1,train,forged,1000,666,666000,3
62793,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/62793.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/62793.npy,1,train,forged,772,512,395264,2
1251,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/1251.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/1251.npy,0,train,authentic,1440,1418,2041920,4
22638,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/22638.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/22638.npy,1,train,forged,794,144,114336,1
65039,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/65039.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/65039.npy,0,train,authentic,1071,100,107100,1
45522,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/45522.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/45522.npy,0,train,authentic,460,106,48760,0
45889,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/45889.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/45889.npy,1,train,forged,1170,137,160290,1
56376,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/56376.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/56376.npy,0,train,authentic,1000,666,666000,3
61997,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/61997.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/61997.npy,0,train,authentic,187,162,30294,0
11662,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/11662.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/11662.npy,0,train,authentic,256,256,65536,0
24606,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/24606.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/24606.npy,0,train,authentic,512,512,262144,1
12924,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/12924.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/12924.npy,1,train,forged,3888,2592,10077696,4
60993,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/60993.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/60993.npy,0,train,authentic,2568,1912,4910016,4
63707,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/63707.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/63707.npy,0,train,authentic,1000,666,666000,3
2436,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/2436.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/2436.npy,1,train,forged,776,512,397312,2
36106,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36106.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/36106.npy,0,train,authentic,609,133,80997,1
22933,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/22933.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/22933.npy,0,train,authentic,320,256,81920,1
330,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/330.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/330.npy,0,train,authentic,418,314,131252,1
8034,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/8034.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/8034.npy,1,train,forged,1000,666,666000,3
64685,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/authentic/64685.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/64685.npy,0,train,authentic,1177,841,989857,3
10296,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/10296.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/10296.npy,1,train,forged,113,81,9153,0
62330,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_images/forged/62330.png,/home/hotson/kaggle_work/recodai-luc-scientific-image-forgery-detection/train_masks/62330.npy,1,train,forged,1600,1200,1920000,4
